trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type
T4ANA0224,564.0,564.0,7,9,0
T4ANA0524,564.0,564.0,7,9,0
T4ANA1424,564.0,564.0,7,9,0
T4ANA1724,564.0,564.0,7,9,0
T4ANA1824,564.0,564.0,7,9,0
T4TOR0128,567.0,567.0,7,6,0
T4TOR0228,567.0,567.0,7,6,0
T4TOR0313,567.0,567.0,7,6,0
T4TOR0413,567.0,567.0,7,6,0
T4TOR0528,567.0,567.0,7,6,0
T4TOR0613,567.0,567.0,7,6,0
T4TOR1428,567.0,567.0,7,6,0
T4TOR1513,567.0,567.0,7,6,0
T4TOR1613,567.0,567.0,7,6,0
T4TOR1728,567.0,567.0,7,5,0
T4TOR1828,567.0,567.0,7,5,0
T4TOR1913,567.0,567.0,7,5,0
T4ANA0312,570.0,570.0,7,9,0
T4ANA0412,570.0,570.0,7,9,0
T4ANA0612,570.0,570.0,7,9,0
T4ANA1512,570.0,570.0,7,9,0
T4ANA1612,570.0,570.0,7,9,0
T4ANA1912,570.0,570.0,7,9,0
T4ANA0125,572.0,572.0,7,9,0
T4ANA0225,572.0,572.0,7,9,0
T4ANA0525,572.0,572.0,7,9,0
T4ANA1425,572.0,572.0,7,9,0
T4ANA1725,572.0,572.0,7,9,0
T4ANA1825,572.0,572.0,7,9,0
T4TOR0129,575.0,575.0,7,6,0
T4TOR0229,575.0,575.0,7,6,0
T4TOR0529,575.0,575.0,7,6,0
T4TOR1429,575.0,575.0,7,6,0
T4TOR1729,575.0,575.0,7,5,0
T4TOR1829,575.0,575.0,7,5,0
T4ANA0126,580.0,580.0,7,9,0
T4ANA0226,580.0,580.0,7,9,0
T4ANA0526,580.0,580.0,7,9,0
T4ANA1426,580.0,580.0,7,9,0
T4ANA1726,580.0,580.0,7,9,0
T4ANA1826,580.0,580.0,7,9,0
T4TOR0130,583.0,583.0,7,6,0
T4TOR0230,583.0,583.0,7,6,0
T4TOR0530,583.0,583.0,7,6,0
T4TOR1430,583.0,583.0,7,6,0
T4TOR1730,583.0,583.0,7,5,0
T4TOR1830,583.0,583.0,7,5,0
T4ANA0313,585.0,585.0,7,9,0
T4ANA0413,585.0,585.0,7,9,0
T4ANA0613,585.0,585.0,7,9,0
T4ANA1513,585.0,585.0,7,9,0
T4ANA1613,585.0,585.0,7,9,0
T4ANA1913,585.0,585.0,7,9,0
T4ANA0127,588.0,588.0,7,9,0
T4ANA0227,588.0,588.0,7,9,0
T4ANA0527,588.0,588.0,7,9,0
T4ANA1427,588.0,588.0,7,9,0
T4ANA1727,588.0,588.0,7,9,0
T4ANA1827,588.0,588.0,7,9,0
T4TOR0314,588.0,588.0,7,6,0
T4TOR0414,588.0,588.0,7,6,0
T4TOR0614,588.0,588.0,7,6,0
T4TOR1514,588.0,588.0,7,6,0
T4TOR1614,588.0,588.0,7,6,0
T4TOR1914,588.0,588.0,7,5,0
T4TOR0131,591.0,591.0,7,6,0
T4TOR0231,591.0,591.0,7,6,0
T4TOR0531,591.0,591.0,7,6,0
T4TOR1431,591.0,591.0,7,6,0
T4TOR1731,591.0,591.0,7,5,0
T4TOR1831,591.0,591.0,7,5,0
T4ANA0128,596.0,596.0,7,9,0
T4ANA0228,596.0,596.0,7,9,0
T4ANA0528,596.0,596.0,7,9,0
T4ANA1428,596.0,596.0,7,9,0
T4ANA1728,596.0,596.0,7,9,0
T4ANA1828,596.0,596.0,7,9,0
T4TOR0315,597.0,597.0,7,6,0
T4TOR0415,597.0,597.0,7,6,0
T4TOR0615,597.0,597.0,7,6,0
T4TOR1515,597.0,597.0,7,6,0
T4TOR1615,597.0,597.0,7,6,0
T4TOR1915,597.0,597.0,7,5,0
T4ANA0314,599.0,599.0,7,9,0
T4ANA0414,599.0,599.0,7,9,0
T4ANA0614,599.0,599.0,7,9,0
T4ANA1514,599.0,599.0,7,9,0
T4ANA1614,599.0,599.0,7,9,0
T4ANA1914,599.0,599.0,7,9,0
T4TOR0132,600.0,600.0,7,6,0
T4TOR0232,600.0,600.0,7,6,0
T4TOR0532,600.0,600.0,7,6,0
T4TOR1432,600.0,600.0,7,6,0
T4TOR1732,600.0,600.0,7,5,0
T4TOR1832,600.0,600.0,7,5,0
T4ANA0129,604.0,604.0,7,9,0
T4ANA0229,604.0,604.0,7,9,0
T4ANA0529,604.0,604.0,7,9,0
T4ANA1429,604.0,604.0,7,9,0
T4ANA1729,604.0,604.0,7,9,0
T4ANA1829,604.0,604.0,7,9,0
T4TOR0133,607.0,607.0,7,6,0
T4TOR0233,607.0,607.0,7,6,0
T4TOR0316,607.0,607.0,7,6,0
T4TOR0416,607.0,607.0,7,6,0
T4TOR0533,607.0,607.0,7,6,0
T4TOR0616,607.0,607.0,7,6,0
T4TOR1433,607.0,607.0,7,6,0
T4TOR1516,607.0,607.0,7,6,0
T4TOR1616,607.0,607.0,7,6,0
T4TOR1733,607.0,607.0,7,5,0
T4TOR1833,607.0,607.0,7,5,0
T4TOR1916,607.0,607.0,7,5,0
T4ANA0130,612.0,612.0,7,9,0
T4ANA0230,612.0,612.0,7,9,0
T4ANA0530,612.0,612.0,7,9,0
T4ANA1430,612.0,612.0,7,9,0
T4ANA1730,612.0,612.0,7,9,0
T4ANA1830,612.0,612.0,7,9,0
T4TOR0134,615.0,615.0,7,6,0
T4TOR0234,615.0,615.0,7,6,0
T4TOR0317,615.0,615.0,7,6,0
T4TOR0417,615.0,615.0,7,6,0
T4TOR0534,615.0,615.0,7,6,0
T4TOR0617,615.0,615.0,7,6,0
T4TOR1434,615.0,615.0,7,6,0
T4TOR1517,615.0,615.0,7,6,0
T4TOR1617,615.0,615.0,7,6,0
T4TOR1734,615.0,615.0,7,5,0
T4TOR1834,615.0,615.0,7,5,0
T4TOR1917,615.0,615.0,7,5,0
T4ANA0315,618.0,618.0,7,9,0
T4ANA0415,618.0,618.0,7,9,0
T4ANA0615,618.0,618.0,7,9,0
T4ANA1515,618.0,618.0,7,9,0
T4ANA1615,618.0,618.0,7,9,0
T4ANA1915,618.0,618.0,7,9,0
T4ANA0131,620.0,620.0,7,9,0
T4ANA0231,620.0,620.0,7,9,0
T4ANA0531,620.0,620.0,7,9,0
T4ANA1431,620.0,620.0,7,9,0
T4ANA1731,620.0,620.0,7,9,0
T4ANA1831,620.0,620.0,7,9,0
T4TOR0135,623.0,623.0,7,6,0
T4TOR0235,623.0,623.0,7,6,0
T4TOR0318,623.0,623.0,7,6,0
T4TOR0418,623.0,623.0,7,6,0
T4TOR0535,623.0,623.0,7,6,0
T4TOR0618,623.0,623.0,7,6,0
T4TOR1435,623.0,623.0,7,6,0
T4TOR1518,623.0,623.0,7,6,0
T4TOR1618,623.0,623.0,7,6,0
T4TOR1735,623.0,623.0,7,5,0
T4TOR1835,623.0,623.0,7,5,0
T4TOR1918,623.0,623.0,7,5,0
T4ANA0132,628.0,628.0,7,9,0
T4ANA0232,628.0,628.0,7,9,0
T4ANA0316,628.0,628.0,7,9,0
T4ANA0416,628.0,628.0,7,9,0
T4ANA0532,628.0,628.0,7,9,0
T4ANA0616,628.0,628.0,7,9,0
T4ANA1432,628.0,628.0,7,9,0
T4ANA1516,628.0,628.0,7,9,0
T4ANA1616,628.0,628.0,7,9,0
T4ANA1732,628.0,628.0,7,9,0
T4ANA1832,628.0,628.0,7,9,0
T4ANA1916,628.0,628.0,7,9,0
T4TOR0136,631.0,631.0,7,6,0
T4TOR0236,631.0,631.0,7,6,0
T4TOR0536,631.0,631.0,7,6,0
T4TOR1436,631.0,631.0,7,6,0
T4TOR1736,631.0,631.0,7,5,0
T4TOR1836,631.0,631.0,7,5,0
T4ANA0133,636.0,636.0,7,9,0
T4ANA0233,636.0,636.0,7,9,0
T4ANA0533,636.0,636.0,7,9,0
T4ANA1433,636.0,636.0,7,9,0
T4ANA1733,636.0,636.0,7,9,0
T4ANA1833,636.0,636.0,7,9,0
T4TOR0319,636.0,636.0,7,6,0
T4TOR0419,636.0,636.0,7,6,0
T4TOR0619,636.0,636.0,7,6,0
T4TOR1519,636.0,636.0,7,6,0
T4TOR1619,636.0,636.0,7,6,0
T4TOR1919,636.0,636.0,7,5,0
T4TOR0137,639.0,639.0,7,6,0
T4TOR0237,639.0,639.0,7,6,0
T4TOR0537,639.0,639.0,7,6,0
T4TOR1437,639.0,639.0,7,6,0
T4TOR1737,639.0,639.0,7,5,0
T4TOR1837,639.0,639.0,7,5,0
T4ANA0317,642.0,642.0,7,9,0
T4ANA0417,642.0,642.0,7,9,0
T4ANA0617,642.0,642.0,7,9,0
T4ANA1517,642.0,642.0,7,9,0
T4ANA1617,642.0,642.0,7,9,0
T4ANA1917,642.0,642.0,7,9,0
T4ANA0134,644.0,644.0,7,9,0
T4ANA0234,644.0,644.0,7,9,0
T4ANA0534,644.0,644.0,7,9,0
T4ANA1434,644.0,644.0,7,9,0
T4ANA1734,644.0,644.0,7,9,0
T4ANA1834,644.0,644.0,7,9,0
T4TOR0320,646.0,646.0,7,6,0
T4TOR0420,646.0,646.0,7,6,0
T4TOR0620,646.0,646.0,7,6,0
T4TOR1520,646.0,646.0,7,6,0
T4TOR1620,646.0,646.0,7,6,0
T4TOR1920,646.0,646.0,7,5,0
T4TOR0138,647.0,647.0,7,6,0
T4TOR0238,647.0,647.0,7,6,0
T4TOR0538,647.0,647.0,7,6,0
T4TOR1438,647.0,647.0,7,6,0
T4TOR1738,647.0,647.0,7,5,0
T4TOR1838,647.0,647.0,7,5,0
T4ANA0318,649.0,649.0,7,9,0
T4ANA0418,649.0,649.0,7,9,0
T4ANA0618,649.0,649.0,7,9,0
T4ANA1518,649.0,649.0,7,9,0
T4ANA1618,649.0,649.0,7,9,0
T4ANA1918,649.0,649.0,7,9,0
T4ANA0135,652.0,652.0,7,9,0
T4ANA0235,652.0,652.0,7,9,0
T4ANA0535,652.0,652.0,7,9,0
T4ANA1435,652.0,652.0,7,9,0
T4ANA1735,652.0,652.0,7,9,0
T4ANA1835,652.0,652.0,7,9,0
T4TOR0321,654.0,654.0,7,6,0
T4TOR0421,654.0,654.0,7,6,0
T4TOR0621,654.0,654.0,7,6,0
T4TOR1521,654.0,654.0,7,6,0
T4TOR1621,654.0,654.0,7,6,0
T4TOR1921,654.0,654.0,7,5,0
T4TOR0139,655.0,655.0,7,6,0
T4TOR0239,655.0,655.0,7,6,0
T4TOR0539,655.0,655.0,7,6,0
T4TOR1439,655.0,655.0,7,6,0
T4TOR1739,655.0,655.0,7,5,0
T4TOR1839,655.0,655.0,7,5,0
T4ANA0319,658.0,658.0,7,9,0
T4ANA0419,658.0,658.0,7,9,0
T4ANA0619,658.0,658.0,7,9,0
T4ANA1519,658.0,658.0,7,9,0
T4ANA1619,658.0,658.0,7,9,0
T4ANA1919,658.0,658.0,7,9,0
T4ANA0136,660.0,660.0,7,9,0
T4ANA0236,660.0,660.0,7,9,0
T4ANA0536,660.0,660.0,7,9,0
T4ANA1436,660.0,660.0,7,9,0
T4ANA1736,660.0,660.0,7,9,0
T4ANA1836,660.0,660.0,7,9,0
T4TOR0322,660.0,660.0,7,6,0
T4TOR0422,660.0,660.0,7,6,0
T4TOR0622,660.0,660.0,7,6,0
T4TOR1522,660.0,660.0,7,6,0
T4TOR1622,660.0,660.0,7,6,0
T4TOR1922,660.0,660.0,7,5,0
T4TOR0140,663.0,663.0,7,6,0
T4TOR0240,663.0,663.0,7,6,0
T4TOR0540,663.0,663.0,7,6,0
T4TOR1440,663.0,663.0,7,6,0
T4TOR1740,663.0,663.0,7,5,0
T4TOR1840,663.0,663.0,7,5,0
T4ANA0137,668.0,668.0,7,9,0
T4ANA0237,668.0,668.0,7,9,0
T4ANA0320,668.0,668.0,7,9,0
T4ANA0420,668.0,668.0,7,9,0
T4ANA0537,668.0,668.0,7,9,0
T4ANA0620,668.0,668.0,7,9,0
T4ANA1437,668.0,668.0,7,9,0
T4ANA1520,668.0,668.0,7,9,0
T4ANA1620,668.0,668.0,7,9,0
T4ANA1737,668.0,668.0,7,9,0
T4ANA1837,668.0,668.0,7,9,0
T4ANA1920,668.0,668.0,7,9,0
T4TOR0323,668.0,668.0,7,6,0
T4TOR0423,668.0,668.0,7,6,0
T4TOR0623,668.0,668.0,7,6,0
T4TOR1523,668.0,668.0,7,6,0
T4TOR1623,668.0,668.0,7,6,0
T4TOR1923,668.0,668.0,7,5,0
T4TOR0141,671.0,671.0,7,6,0
T4TOR0241,671.0,671.0,7,6,0
T4TOR0541,671.0,671.0,7,6,0
T4TOR1441,671.0,671.0,7,6,0
T4TOR1741,671.0,671.0,7,5,0
T4TOR1841,671.0,671.0,7,5,0
T4ANA0138,676.0,676.0,7,9,0
T4ANA0238,676.0,676.0,7,9,0
T4ANA0538,676.0,676.0,7,9,0
T4ANA1438,676.0,676.0,7,9,0
T4ANA1738,676.0,676.0,7,9,0
T4ANA1838,676.0,676.0,7,9,0
T4TOR0142,679.0,679.0,7,6,0
T4TOR0242,679.0,679.0,7,6,0
T4TOR0324,679.0,679.0,7,6,0
T4TOR0424,679.0,679.0,7,6,0
T4TOR0542,679.0,679.0,7,6,0
T4TOR0624,679.0,679.0,7,6,0
T4TOR1442,679.0,679.0,7,6,0
T4TOR1524,679.0,679.0,7,6,0
T4TOR1624,679.0,679.0,7,6,0
T4TOR1742,679.0,679.0,7,5,0
T4TOR1842,679.0,679.0,7,5,0
T4TOR1924,679.0,679.0,7,5,0
T4ANA0321,681.0,681.0,7,9,0
T4ANA0421,681.0,681.0,7,9,0
T4ANA0621,681.0,681.0,7,9,0
T4ANA1521,681.0,681.0,7,9,0
T4ANA1621,681.0,681.0,7,9,0
T4ANA1921,681.0,681.0,7,9,0
T4ANA0139,684.0,684.0,7,9,0
T4ANA0239,684.0,684.0,7,9,0
T4ANA0539,684.0,684.0,7,9,0
T4ANA1439,684.0,684.0,7,9,0
T4ANA1739,684.0,684.0,7,9,0
T4ANA1839,684.0,684.0,7,9,0
T4TOR0143,687.0,687.0,7,6,0
T4TOR0243,687.0,687.0,7,6,0
T4TOR0543,687.0,687.0,7,6,0
T4TOR1443,687.0,687.0,7,6,0
T4TOR1743,687.0,687.0,7,5,0
T4TOR1843,687.0,687.0,7,5,0
T4ANA0140,692.0,692.0,7,9,0
T4ANA0240,692.0,692.0,7,9,0
T4ANA0322,692.0,692.0,7,9,0
T4ANA0422,692.0,692.0,7,9,0
T4ANA0540,692.0,692.0,7,9,0
T4ANA0622,692.0,692.0,7,9,0
T4ANA1440,692.0,692.0,7,9,0
T4ANA1522,692.0,692.0,7,9,0
T4ANA1622,692.0,692.0,7,9,0
T4ANA1740,692.0,692.0,7,9,0
T4ANA1840,692.0,692.0,7,9,0
T4ANA1922,692.0,692.0,7,9,0
T4TOR0325,692.0,692.0,7,6,0
T4TOR0425,692.0,692.0,7,6,0
T4TOR0625,692.0,692.0,7,6,0
T4TOR1525,692.0,692.0,7,6,0
T4TOR1625,692.0,692.0,7,6,0
T4TOR1925,692.0,692.0,7,5,0
T4TOR0144,695.0,695.0,7,6,0
T4TOR0244,695.0,695.0,7,6,0
T4TOR0544,695.0,695.0,7,6,0
T4TOR1444,695.0,695.0,7,6,0
T4TOR1744,695.0,695.0,7,5,0
T4TOR1844,695.0,695.0,7,5,0
T4ANA0141,700.0,700.0,7,9,0
T4ANA0241,700.0,700.0,7,9,0
T4ANA0541,700.0,700.0,7,9,0
T4ANA1441,700.0,700.0,7,9,0
T4ANA1741,700.0,700.0,7,9,0
T4ANA1841,700.0,700.0,7,9,0
T4ANA0323,703.0,703.0,7,9,0
T4ANA0423,703.0,703.0,7,9,0
T4ANA0623,703.0,703.0,7,9,0
T4ANA1523,703.0,703.0,7,9,0
T4ANA1623,703.0,703.0,7,9,0
T4ANA1923,703.0,703.0,7,9,0
T4TOR0145,703.0,703.0,7,6,0
T4TOR0245,703.0,703.0,7,6,0
T4TOR0326,703.0,703.0,7,6,0
T4TOR0426,703.0,703.0,7,6,0
T4TOR0545,703.0,703.0,7,6,0
T4TOR0626,703.0,703.0,7,6,0
T4TOR1445,703.0,703.0,7,6,0
T4TOR1526,703.0,703.0,7,6,0
T4TOR1626,703.0,703.0,7,6,0
T4TOR1745,703.0,703.0,7,5,0
T4TOR1845,703.0,703.0,7,5,0
T4TOR1926,703.0,703.0,7,5,0
T4ANA0142,708.0,708.0,7,9,0
T4ANA0242,708.0,708.0,7,9,0
T4ANA0542,708.0,708.0,7,9,0
T4ANA1442,708.0,708.0,7,9,0
T4ANA1742,708.0,708.0,7,9,0
T4ANA1842,708.0,708.0,7,9,0
T4TOR0146,711.0,711.0,7,6,0
T4TOR0246,711.0,711.0,7,6,0
T4TOR0546,711.0,711.0,7,6,0
T4TOR1446,711.0,711.0,7,6,0
T4TOR1746,711.0,711.0,7,5,0
T4TOR1846,711.0,711.0,7,5,0
T4ANA0324,713.0,713.0,7,9,0
T4ANA0424,713.0,713.0,7,9,0
T4ANA0624,713.0,713.0,7,9,0
T4ANA1524,713.0,713.0,7,9,0
T4ANA1624,713.0,713.0,7,9,0
T4ANA1924,713.0,713.0,7,9,0
T4TOR0327,713.0,713.0,7,6,0
T4TOR0427,713.0,713.0,7,6,0
T4TOR0627,713.0,713.0,7,6,0
T4TOR1527,713.0,713.0,7,6,0
T4TOR1627,713.0,713.0,7,6,0
T4TOR1927,713.0,713.0,7,5,0
T4ANA0143,716.0,716.0,7,9,0
T4ANA0243,716.0,716.0,7,9,0
T4ANA0543,716.0,716.0,7,9,0
T4ANA1443,716.0,716.0,7,9,0
T4ANA1743,716.0,716.0,7,9,0
T4ANA1843,716.0,716.0,7,9,0
T4TOR0147,719.0,719.0,7,6,0
T4TOR0247,719.0,719.0,7,6,0
T4TOR0547,719.0,719.0,7,6,0
T4TOR1447,719.0,719.0,7,6,0
T4TOR1747,719.0,719.0,7,5,0
T4TOR1847,719.0,719.0,7,5,0
T4ANA0325,722.0,722.0,7,9,0
T4ANA0425,722.0,722.0,7,9,0
T4ANA0625,722.0,722.0,7,9,0
T4ANA1525,722.0,722.0,7,9,0
T4ANA1625,722.0,722.0,7,9,0
T4ANA1925,722.0,722.0,7,9,0
T4TOR0328,722.0,722.0,7,6,0
T4TOR0428,722.0,722.0,7,6,0
T4TOR0628,722.0,722.0,7,6,0
T4TOR1528,722.0,722.0,7,6,0
T4TOR1628,722.0,722.0,7,6,0
T4TOR1928,722.0,722.0,7,5,0
T4ANA0144,724.0,724.0,7,9,0
T4ANA0244,724.0,724.0,7,9,0
T4ANA0544,724.0,724.0,7,9,0
T4ANA1444,724.0,724.0,7,9,0
T4ANA1744,724.0,724.0,7,9,0
T4ANA1844,724.0,724.0,7,9,0
T4TOR0148,727.0,727.0,7,6,0
T4TOR0248,727.0,727.0,7,6,0
T4TOR0548,727.0,727.0,7,6,0
T4TOR1448,727.0,727.0,7,6,0
T4TOR1748,727.0,727.0,7,5,0
T4TOR1848,727.0,727.0,7,5,0
T4ANA0145,732.0,732.0,7,9,0
T4ANA0245,732.0,732.0,7,9,0
T4ANA0326,732.0,732.0,7,9,0
T4ANA0426,732.0,732.0,7,9,0
T4ANA0545,732.0,732.0,7,9,0
T4ANA0626,732.0,732.0,7,9,0
T4ANA1445,732.0,732.0,7,9,0
T4ANA1526,732.0,732.0,7,9,0
T4ANA1626,732.0,732.0,7,9,0
T4ANA1745,732.0,732.0,7,9,0
T4ANA1845,732.0,732.0,7,9,0
T4ANA1926,732.0,732.0,7,9,0
T4TOR0329,733.0,733.0,7,6,0
T4TOR0429,733.0,733.0,7,6,0
T4TOR0629,733.0,733.0,7,6,0
T4TOR1529,733.0,733.0,7,6,0
T4TOR1629,733.0,733.0,7,6,0
T4TOR1929,733.0,733.0,7,5,0
T4TOR0149,735.0,735.0,7,6,0
T4TOR0249,735.0,735.0,7,6,0
T4TOR0549,735.0,735.0,7,6,0
T4TOR1449,735.0,735.0,7,6,0
T4TOR1749,735.0,735.0,7,5,0
T4TOR1849,735.0,735.0,7,5,0
T4ANA0146,740.0,740.0,7,9,0
T4ANA0246,740.0,740.0,7,9,0
T4ANA0546,740.0,740.0,7,9,0
T4ANA1446,740.0,740.0,7,9,0
T4ANA1746,740.0,740.0,7,9,0
T4ANA1846,740.0,740.0,7,9,0
T4ANA0327,743.0,743.0,7,9,0
T4ANA0427,743.0,743.0,7,9,0
T4ANA0627,743.0,743.0,7,9,0
T4ANA1527,743.0,743.0,7,9,0
T4ANA1627,743.0,743.0,7,9,0
T4ANA1927,743.0,743.0,7,9,0
T4TOR0150,743.0,743.0,7,6,0
T4TOR0250,743.0,743.0,7,6,0
T4TOR0330,743.0,743.0,7,6,0
T4TOR0430,743.0,743.0,7,6,0
T4TOR0550,743.0,743.0,7,6,0
T4TOR0630,743.0,743.0,7,6,0
T4TOR1450,743.0,743.0,7,6,0
T4TOR1530,743.0,743.0,7,6,0
T4TOR1630,743.0,743.0,7,6,0
T4TOR1750,743.0,743.0,7,5,0
T4TOR1850,743.0,743.0,7,5,0
T4TOR1930,743.0,743.0,7,5,0
T4ANA0147,748.0,748.0,7,9,0
T4ANA0247,748.0,748.0,7,9,0
T4ANA0547,748.0,748.0,7,9,0
T4ANA1447,748.0,748.0,7,9,0
T4ANA1747,748.0,748.0,7,9,0
T4ANA1847,748.0,748.0,7,9,0
T4TOR0151,751.0,751.0,7,6,0
T4TOR0251,751.0,751.0,7,6,0
T4TOR0551,751.0,751.0,7,6,0
T4TOR1451,751.0,751.0,7,6,0
T4TOR1751,751.0,751.0,7,5,0
T4TOR1851,751.0,751.0,7,5,0
T4ANA0328,753.0,753.0,7,9,0
T4ANA0428,753.0,753.0,7,9,0
T4ANA0628,753.0,753.0,7,9,0
T4ANA1528,753.0,753.0,7,9,0
T4ANA1628,753.0,753.0,7,9,0
T4ANA1928,753.0,753.0,7,9,0
T4TOR0331,753.0,753.0,7,6,0
T4TOR0431,753.0,753.0,7,6,0
T4TOR0631,753.0,753.0,7,6,0
T4TOR1531,753.0,753.0,7,6,0
T4TOR1631,753.0,753.0,7,6,0
T4TOR1931,753.0,753.0,7,5,0
T4ANA0148,756.0,756.0,7,9,0
T4ANA0248,756.0,756.0,7,9,0
T4ANA0548,756.0,756.0,7,9,0
T4ANA1448,756.0,756.0,7,9,0
T4ANA1748,756.0,756.0,7,9,0
T4ANA1848,756.0,756.0,7,9,0
T4TOR0152,759.0,759.0,7,6,0
T4TOR0252,759.0,759.0,7,6,0
T4TOR0552,759.0,759.0,7,6,0
T4TOR1452,759.0,759.0,7,6,0
T4TOR1752,759.0,759.0,7,5,0
T4TOR1852,759.0,759.0,7,5,0
T4ANA0329,762.0,762.0,7,9,0
T4ANA0429,762.0,762.0,7,9,0
T4ANA0629,762.0,762.0,7,9,0
T4ANA1529,762.0,762.0,7,9,0
T4ANA1629,762.0,762.0,7,9,0
T4ANA1929,762.0,762.0,7,9,0
T4TOR0332,762.0,762.0,7,6,0
T4TOR0432,762.0,762.0,7,6,0
T4TOR0632,762.0,762.0,7,6,0
T4TOR1532,762.0,762.0,7,6,0
T4TOR1632,762.0,762.0,7,6,0
T4TOR1932,762.0,762.0,7,5,0
T4ANA0149,764.0,764.0,7,9,0
T4ANA0249,764.0,764.0,7,9,0
T4ANA0549,764.0,764.0,7,9,0
T4ANA1449,764.0,764.0,7,9,0
T4ANA1749,764.0,764.0,7,9,0
T4ANA1849,764.0,764.0,7,9,0
T4TOR0153,767.0,767.0,7,6,0
T4TOR0253,767.0,767.0,7,6,0
T4TOR0553,767.0,767.0,7,6,0
T4TOR1453,767.0,767.0,7,6,0
T4TOR1753,767.0,767.0,7,5,0
T4TOR1853,767.0,767.0,7,5,0
T4ANA0150,772.0,772.0,7,9,0
T4ANA0250,772.0,772.0,7,9,0
T4ANA0330,772.0,772.0,7,9,0
T4ANA0430,772.0,772.0,7,9,0
T4ANA0550,772.0,772.0,7,9,0
T4ANA0630,772.0,772.0,7,9,0
T4ANA1450,772.0,772.0,7,9,0
T4ANA1530,772.0,772.0,7,9,0
T4ANA1630,772.0,772.0,7,9,0
T4ANA1750,772.0,772.0,7,9,0
T4ANA1850,772.0,772.0,7,9,0
T4ANA1930,772.0,772.0,7,9,0
T4TOR0333,773.0,773.0,7,6,0
T4TOR0433,773.0,773.0,7,6,0
T4TOR0633,773.0,773.0,7,6,0
T4TOR1533,773.0,773.0,7,6,0
T4TOR1633,773.0,773.0,7,6,0
T4TOR1933,773.0,773.0,7,5,0
T4TOR0154,775.0,775.0,7,6,0
T4TOR0254,775.0,775.0,7,6,0
T4TOR0554,775.0,775.0,7,6,0
T4TOR1454,775.0,775.0,7,6,0
T4TOR1754,775.0,775.0,7,5,0
T4TOR1854,775.0,775.0,7,5,0
T4ANA0151,780.0,780.0,7,9,0
T4ANA0251,780.0,780.0,7,9,0
T4ANA0551,780.0,780.0,7,9,0
T4ANA1451,780.0,780.0,7,9,0
T4ANA1751,780.0,780.0,7,9,0
T4ANA1851,780.0,780.0,7,9,0
T4ANA0331,783.0,783.0,7,9,0
T4ANA0431,783.0,783.0,7,9,0
T4ANA0631,783.0,783.0,7,9,0
T4ANA1531,783.0,783.0,7,9,0
T4ANA1631,783.0,783.0,7,9,0
T4ANA1931,783.0,783.0,7,9,0
T4TOR0155,783.0,783.0,7,6,0
T4TOR0255,783.0,783.0,7,6,0
T4TOR0334,783.0,783.0,7,6,0
T4TOR0434,783.0,783.0,7,6,0
T4TOR0555,783.0,783.0,7,6,0
T4TOR0634,783.0,783.0,7,6,0
T4TOR1455,783.0,783.0,7,6,0
T4TOR1534,783.0,783.0,7,6,0
T4TOR1634,783.0,783.0,7,6,0
T4TOR1755,783.0,783.0,7,5,0
T4TOR1855,783.0,783.0,7,5,0
T4TOR1934,783.0,783.0,7,5,0
T4ANA0152,788.0,788.0,7,9,0
T4ANA0252,788.0,788.0,7,9,0
T4ANA0552,788.0,788.0,7,9,0
T4ANA1452,788.0,788.0,7,9,0
T4ANA1752,788.0,788.0,7,9,0
T4ANA1852,788.0,788.0,7,9,0
T4TOR0156,791.0,791.0,7,6,0
T4TOR0256,791.0,791.0,7,6,0
T4TOR0556,791.0,791.0,7,6,0
T4TOR1456,791.0,791.0,7,6,0
T4TOR1756,791.0,791.0,7,5,0
T4TOR1856,791.0,791.0,7,5,0
T4ANA0332,793.0,793.0,7,9,0
T4ANA0432,793.0,793.0,7,9,0
T4ANA0632,793.0,793.0,7,9,0
T4ANA1532,793.0,793.0,7,9,0
T4ANA1632,793.0,793.0,7,9,0
T4ANA1932,793.0,793.0,7,9,0
T4TOR0335,793.0,793.0,7,6,0
T4TOR0435,793.0,793.0,7,6,0
T4TOR0635,793.0,793.0,7,6,0
T4TOR1535,793.0,793.0,7,6,0
T4TOR1635,793.0,793.0,7,6,0
T4TOR1935,793.0,793.0,7,5,0
T4ANA0153,796.0,796.0,7,9,0
T4ANA0253,796.0,796.0,7,9,0
T4ANA0553,796.0,796.0,7,9,0
T4ANA1453,796.0,796.0,7,9,0
T4ANA1753,796.0,796.0,7,9,0
T4ANA1853,796.0,796.0,7,9,0
T4TOR0157,799.0,799.0,7,6,0
T4TOR0257,799.0,799.0,7,6,0
T4TOR0557,799.0,799.0,7,6,0
T4TOR1457,799.0,799.0,7,6,0
T4TOR1757,799.0,799.0,7,5,0
T4TOR1857,799.0,799.0,7,5,0
T4ANA0333,802.0,802.0,7,9,0
T4ANA0433,802.0,802.0,7,9,0
T4ANA0633,802.0,802.0,7,9,0
T4ANA1533,802.0,802.0,7,9,0
T4ANA1633,802.0,802.0,7,9,0
T4ANA1933,802.0,802.0,7,9,0
T4TOR0336,802.0,802.0,7,6,0
T4TOR0436,802.0,802.0,7,6,0
T4TOR0636,802.0,802.0,7,6,0
T4TOR1536,802.0,802.0,7,6,0
T4TOR1636,802.0,802.0,7,6,0
